AvgCaptionLen,stat_StdPhotoDis,AvgPhotoDis,MeanPhotoDisbyCap,CaptionPercentage,PredictedStd,TopWordPopularity,Zscore,Entropy,diff_AvgPhotoDis,diff_TopWordPopularity,diff_Entropy,tfidf1,tfidf2,tfidf3,NumberOfHashtages1,NumberOfHashtages2,NumberOfHashtages3,NumberOfPhotsoContaingTopWord1,NumberOfPhotsoContaingTopWord2,NumberOfPhotsoContaingTopWord3,Top10PhotoLocationNameFreq,label
41.941176,0.058885,0.374064,7.762087,0.894737,5.878283,0.078431,3.098396,3.022563,0.022072,19.240015,0.302669,0.347122,0.339267,0.339267,0,2.5,1,2,2,1,0.3,-1
47.363636,0.047093,0.380966,7.508946,0.916667,1.436137,0.151515,5.482912,2.98709,0.042307,22.035088,0.273189,0.675366,0.567049,0.567049,0.666667,3,0,3,1,1,0.1,-1
53.333333,0.069013,0.283764,7.434203,0.9,1.567403,0.111111,4.229209,2.965584,-0.005427,21.995363,0.127579,0.655675,0.655675,0.627751,1,7,7,1,1,1,0.1,-1
76.363636,0.083078,0.360576,8.20917,0.785714,1.784761,0.090909,3.486885,2.876853,0.090337,20.082166,0.424515,0.567049,0.550475,0.524322,0,27,27,1,1,1,0.3,-1
36.923077,0.069386,0.319055,7.697246,0.928571,2.521213,0.076923,3.278445,2.996631,-0.042547,21.0494,0.081238,0.453929,0.443657,0.434597,0,1,10,1,1,1,0.1,-1
81.75,0.067857,0.231278,7.61166,1,0.885253,0.166667,7.489979,2.915196,-0.026524,19.436801,0.150949,0.519795,0.519795,0.519795,0.333333,0.5,0,3,2,1,0.1,-1
72,0.060064,0.347466,7.641055,0.866667,1.996108,0.102564,3.90125,3.006867,0.055471,19.328153,0.337761,0.479811,0.479811,0.479811,1.333333,1,1,3,1,1,0.1,-1
32.5,0.102939,0.286856,8.047542,0.823529,0.664087,0.095238,8.491515,2.882704,0.074774,20.921105,0.540787,0.823934,0.421505,0.421505,0.5,1,1,2,1,1,0.3,-1
89.3,0.071336,0.303104,7.50376,0.909091,3.085354,0.2,3.124077,3.008695,0.0825,20.719307,0.236863,1.211044,0.623754,0.605522,0.5,0,1,2,2,2,0.1,-1
48.777778,0.086496,0.311644,8.056339,0.692308,1.484241,0.222222,4.23653,2.901947,-0.050381,20.846041,0.174131,1.311349,1.056875,0.69306,0,3,0,2,2,2,0.1,-1
35.454545,0.073785,0.326911,7.544854,0.916667,1.26115,0.121212,4.553866,2.951143,-0.116352,20.581157,0.402972,0.567049,0.553265,0.550475,6,12,0,2,1,1,0.2,-1
29.083333,0.066911,0.421085,7.792959,0.8,1.669084,0.111111,3.126796,2.950826,0.089665,21.373095,0.522982,0.519795,0.504602,0.45409,0,0,0,2,1,1,0.1,-1
73.272727,0.049452,0.354521,8.241613,0.785714,3.236422,0.075758,3.577696,2.95583,-0.010179,18.61195,0.615319,0.347421,0.283525,0.283525,7.5,1,12.5,2,2,2,0.1,-1
31.944444,0.067481,0.284317,7.721982,0.9,1.634951,0.092593,5.158446,2.899568,0.05302,19.973467,0.201272,0.34653,0.34653,0.34653,0,3.5,1,2,2,1,0.5,-1
75.5,0.078681,0.341516,7.593571,0.923077,0.850258,0.166667,7.004485,3.083765,0.057423,20.910899,0.20763,0.504602,0.504602,0.491756,15,15,0.5,2,2,2,0.1,-1
93.3,0.061309,0.311492,8.287734,0.666667,1.585292,0.1,3.572608,2.950826,0.022828,20.849509,0.69426,0.623754,0.623754,0.623754,0,6,6,1,1,1,0.2,-1
58.333333,0.056522,0.405923,7.57642,1,2.20347,0.083333,4.303784,3.023037,0.054145,21.068424,0.202187,0.519795,0.519795,0.519795,4,1,4,1,1,1,0.1,-1
78.8,0.14221,0.343106,7.292701,1,1.288409,0.2,4.139203,2.900052,-0.04956,19.288605,0.22747,1.180214,0.605522,0.605522,7,1,0.5,2,2,2,0.1,-1
42.444444,0.080256,0.290956,7.969324,0.692308,1.246755,0.148148,4.831732,2.901947,0.02192,21.497115,0.099825,0.853255,0.69306,0.627751,2,0,3,2,1,1,0.2,-1
53.1,0.079615,0.361051,7.645181,0.833333,1.283134,0.166667,4.397485,3.046381,-0.030891,20.649655,0.256069,0.623754,0.623754,0.576754,3.5,2.5,5,2,2,1,0.1,-1
49.432432,0.082623,0.301377,7.877725,0.840909,4.192417,0.081081,4.764064,2.648655,0.081569,16.184326,0.187512,0.318977,0.218877,0.208286,1.25,0.666667,2,4,3,3,1,-1
39.882353,0.041701,0.283502,7.522075,0.944444,2.404162,0.117647,3.516109,2.875077,-0.0178,20.412013,0.235568,0.366914,0.35619,0.347122,0,3,1.5,2,2,2,0.2,-1
57.666667,0.047222,0.259212,8.303451,0.857143,0.874096,0.111111,6.631022,2.942496,-0.055653,21.969486,0.281865,0.519795,0.519795,0.491756,0,0,0,3,1,1,0.1,-1
25.666667,0.11825,0.298053,7.795849,0.9,0.919379,0.111111,6.518392,2.752855,0.005318,20.878343,0.479124,0.69306,0.672802,0.672802,0,1,0,1,1,1,0.2,-1
48.285714,0.042772,0.211185,7.687033,0.777778,0.90943,0.190476,6.075324,2.858278,-0.153081,22.935495,0.499547,1.782155,0.807108,0.778441,4,3,0,2,1,1,0.222222,-1
45.5,0.062278,0.340288,7.609141,0.933333,1.761664,0.071429,5.813996,3.105389,-0.014519,20.262013,0.2901,0.432516,0.432516,0.432516,0,0,0,1,1,1,0.2,-1
44.181818,0.119798,0.32452,7.88357,0.785714,2.17707,0.121212,3.170943,2.611642,0.07422,20.899267,0.264209,0.550475,0.524322,0.504036,1,0,10,2,1,1,0.2,-1
43.521739,0.083004,0.347513,7.794989,0.92,2.897471,0.086957,3.086361,2.924261,0.107452,18.859382,0.361403,0.363776,0.271198,0.271198,0,2.5,0,2,2,2,0.4,-1
43.1875,0.054497,0.334536,7.90373,0.761905,1.848501,0.0625,3.828086,2.877095,-0.022409,20.67202,0.195345,0.389846,0.389846,0.378451,0,0,0,1,1,1,0.3,-1
38.125,0.084105,0.374059,7.575691,1,1.545902,0.125,3.533334,2.889549,0.08031,22.739203,0.413018,0.737634,0.720942,0.70622,5,1,0,1,1,1,0.125,-1
47.552632,0.062561,0.352316,7.633279,0.883721,2.747063,0.070175,6.029777,3.019225,0.003739,18.444473,0.456825,0.317237,0.230592,0.221844,0,0.333333,0,3,3,2,0.3,-1
33.5,0.054481,0.261378,8.270511,0.909091,0.953983,0.1,4.985596,3.008695,0.05075,22.796426,0.277368,0.576754,0.536207,0.401834,1,0,5,1,1,1,0.1,-1
26.75,0.074214,0.388243,7.981673,0.8,1.851239,0.125,3.428806,3.115834,0.05809,23.035317,0.142501,0.779693,0.693049,0.65099,4,0,0,1,1,1,0.1,-1
46.5,0.061149,0.345112,8.732322,0.5,1.211168,0.166667,4.609876,2.98709,0.068831,21.913485,0.358559,1.039591,1.039591,0.983512,0,1,2,1,1,1,0.2,-1
61.428571,0.067555,0.328928,7.573195,0.875,0.935053,0.142857,4.220303,2.933955,-0.047823,22.870883,0.437959,0.84301,0.823934,0.778441,0,0,0,1,1,1,0.125,-1
31.875,0.09785,0.275966,7.202445,1,1.247092,0.125,4.323863,2.910992,0.03093,21.061401,0.164264,0.779693,0.779693,0.681136,0,0,0,1,1,1,0.125,-1
36.214286,0.070679,0.243933,7.580145,0.875,1.676951,0.142857,3.40396,2.757406,0.129111,21.54823,0.560766,0.650163,0.553813,0.538492,1.5,1.5,1.5,2,2,2,0.3,-1
45.085714,0.086451,0.303489,7.669874,0.897436,1.312163,0.066667,4.892443,2.695225,-0.038109,18.939936,0.104325,0.372898,0.274426,0.248598,2.8,2,5,5,2,2,0.4,-1
34.777778,0.081447,0.271536,7.288488,0.9,0.914876,0.296296,9.623538,2.925853,-0.011727,17.947469,0.160994,1.361927,1.318387,0.655675,4,4.333333,6,3,3,2,0.1,-1
32.285714,0.090837,0.284819,8.183259,0.666667,1.834638,0.095238,4.690004,2.985174,0.009713,20.639347,0.548762,0.445539,0.411967,0.362457,0,4,4,2,1,1,0.1,-1
46.222222,0.082515,0.326611,7.180909,1,1.107058,0.111111,4.465694,2.84567,-0.047414,19.83635,0.257565,0.380904,0.379574,0.34653,0.5,0,1,2,2,2,0.3,-1
46.9,0.074861,0.366266,7.471278,0.909091,1.916713,0.133333,3.317827,3.003702,0.009736,21.454743,0.058048,0.623754,0.605522,0.576754,2.5,0,0,2,1,1,0.1,-1
64.777778,0.075247,0.277767,7.420043,1,2.224051,0.12963,4.104558,2.781398,-0.088809,19.713226,0.321108,0.440496,0.34653,0.336401,1.4,0.5,0.5,5,2,2,0.2,-1
73.8,0.05362,0.25795,7.683387,0.909091,1.44894,0.1,4.18261,2.921928,-0.056085,21.558999,0.268872,0.623754,0.590107,0.576754,0,0,0,1,1,1,0.1,-1
40.090909,0.076117,0.278259,7.253139,1,0.867412,0.121212,7.724312,2.941446,-0.005562,22.187179,0.403393,0.567049,0.567049,0.550475,0.5,1,1,2,1,1,0.1,-1
42.090909,0.082549,0.374572,7.659875,0.916667,1.562211,0.090909,3.195277,2.915196,-0.032984,20.944305,0.597494,0.524322,0.504036,0.461308,4,7,0,1,1,1,0.1,-1
43,0.069429,0.313813,7.169977,1,0.896023,0.133333,4.705164,2.925853,0.028749,20.737437,0.294417,0.623754,0.605522,0.576754,2.5,0,0,2,1,1,0.2,-1
50.875,0.052703,0.329157,8.257743,0.727273,0.839721,0.125,5.857208,2.928213,0.014833,21.697099,0.367161,0.779693,0.756903,0.756903,10,0,2,1,1,1,0.1,-1
58.125,0.07028,0.314143,7.266442,1,1.806654,0.125,3.759229,3.057476,0.078155,22.593018,0.485582,0.779693,0.756903,0.756903,1,4,4,1,1,1,0.125,-1
54.25,0.070754,0.266273,7.776447,0.857143,1.827738,0.083333,3.612705,2.875034,-0.065486,20.923541,0.07744,0.519795,0.519795,0.504602,10,0,10,1,1,1,0.1,-1
64.642857,0.04966,0.39782,8.09267,0.875,3.660735,0.071429,3.328169,3.03327,0.051632,20.760988,0.326439,0.445539,0.445539,0.421505,19,8,19,1,1,1,0.2,-1
46,0.04851,0.356489,7.68108,0.875,1.041825,0.142857,5.596447,3.057476,0.062559,22.797972,0.378608,0.891078,0.823934,0.792057,0,3,11,1,1,1,0.25,-1
39.333333,0.08429,0.369466,8.27894,0.666667,1.634131,0.166667,3.894822,3.016876,0.064233,21.944203,0.080747,0.961257,0.941626,0.893679,0,4,1,1,1,1,0.111111,-1
69.428571,0.053209,0.346227,7.710797,0.875,0.948186,0.142857,6.437273,3.101881,-0.004324,21.551034,0.338523,0.891078,0.891078,0.865032,10,10,2,1,1,1,0.125,-1
39.875,0.063974,0.339265,7.995514,0.842105,1.468216,0.083333,5.196428,2.94076,0.008188,21.722067,0.445086,0.389846,0.389846,0.378451,0,9,3,2,1,1,0.4,-1
39.181818,0.117437,0.382351,7.517395,0.916667,1.860905,0.151515,3.371241,2.891852,0.049958,21.747198,0.095665,0.717831,0.467176,0.445686,3.666667,0,0,3,1,1,0.2,-1
44.636364,0.038082,0.200811,8.346056,0.6875,1.377044,0.090909,5.587288,2.563856,-0.102513,22.309637,0.255098,0.550475,0.550475,0.524322,0,2,2,1,1,1,0.3,-1
41.333333,0.058252,0.336333,7.813116,0.888889,3.227961,0.055556,4.537696,3.083992,0.046647,20.401105,0.216801,0.259898,0.259898,0.259898,0,0,0,2,1,1,0.1,-1
48.909091,0.036957,0.211178,7.160376,1,3.271058,0.151515,3.126292,2.984184,-0.027188,21.837399,0.143872,0.65427,0.64664,0.567049,0,0,0,2,2,1,0.1,-1
63.111111,0.060517,0.253094,7.954086,0.818182,1.104455,0.111111,5.130234,2.870951,-0.146025,20.71319,0.29812,0.69306,0.672802,0.672802,0,5,5,1,1,1,0.1,-1
31.214286,0.04917,0.317459,8.301656,0.736842,2.34461,0.095238,3.415591,2.94964,-0.069682,21.449039,0.222263,0.445539,0.434709,0.421505,0,0,0,2,1,1,0.1,-1
48,0.082348,0.236583,8.092068,0.909091,2.092737,0.1,3.342729,2.739354,-0.066298,22.324704,0.170928,0.623754,0.605522,0.590107,4,9,0,1,1,1,0.1,-1
43.142857,0.059127,0.34296,8.039444,0.777778,1.48753,0.190476,3.412689,3.016876,-0.084485,21.133291,0.203885,0.792057,0.778441,0.686066,1,0,5,2,1,1,0,-1
71.3,0.069646,0.345662,8.359718,0.714286,1.115305,0.1,5.418355,2.909674,0.05723,20.79837,0.161733,0.590107,0.590107,0.576754,29,0,29,1,1,1,0.1,-1
61,0.062014,0.324129,7.763968,0.846154,1.216904,0.151515,3.86677,2.954004,-0.006697,20.459275,0.303332,0.524322,0.524322,0.513614,6.5,4.5,12,2,2,1,0.1,-1
53.875,0.074111,0.323047,7.549963,1,0.915327,0.208333,6.989016,3.013071,0.06379,22.836267,0.658307,0.88913,0.779693,0.756903,4.5,4.5,0,2,2,1,0.25,-1
399,0.044398,0.306229,7.720663,0.888889,1.51013,0.25,4.125712,2.932999,-0.005535,22.125625,0.409858,1.559386,1.559386,1.513805,30,30,30,2,2,2,0.111111,-1
53.117647,0.071734,0.396837,7.584125,0.894737,2.410867,0.117647,4.810081,2.892153,0.006034,20.031335,0.127223,0.393785,0.366914,0.35619,4.5,6,4.5,2,2,2,0.1,-1
18.6,0.092226,0.272721,8.269871,0.625,0.757853,0.2,13.0335,2.933955,0.104091,23.461011,0.083765,0.980508,0.847213,0.795156,0,0,0,1,1,1,0.125,-1
36.5,0.099846,0.248357,7.837811,0.833333,3.159383,0.083333,3.43663,2.769446,-0.090574,19.664883,0.456267,0.311877,0.311877,0.302761,1,0,0,2,2,1,0.2,-1
98.7,0.036721,0.318398,7.492816,1,1.198344,0.2,5.083656,2.945039,0.013427,19.701855,0.195133,0.841879,0.826682,0.722575,0.5,1.5,1,2,2,2,0.1,-1
37.25,0.079875,0.290767,7.55957,0.888889,1.761106,0.208333,3.424792,2.821888,-0.043552,20.334442,0.134667,0.805502,0.720942,0.681136,0,4,1,2,2,1,0.444444,-1
50,0.088356,0.285951,7.587926,0.909091,3.873418,0.1,4.046144,2.974065,-0.01428,19.102179,0.518607,0.590107,0.544909,0.520792,0,0,1.5,2,2,2,0.2,-1
49.8,0.070927,0.391677,8.14228,0.833333,1.776756,0.133333,3.726188,3.118275,0.108651,22.280103,0.384184,0.623754,0.623754,0.623754,1,0,4,2,1,1,0.1,-1
29.75,0.05956,0.360184,8.576257,0.8,2.179162,0.111111,3.178582,3.058746,0.066817,22.132583,0.591068,0.519795,0.519795,0.491756,3.333333,3.5,5,3,2,1,0.1,-1
74.461538,0.082235,0.274458,7.381333,0.928571,2.02394,0.230769,3.209903,2.82706,-0.010732,19.517714,0.252237,1.313909,0.705982,0.602332,7.6,2.5,6,5,2,2,0.5,-1
48,0.069978,0.330906,7.406966,0.882353,2.206453,0.133333,3.560558,3.012967,-0.050803,20.045341,0.484179,0.415836,0.415836,0.415836,2.5,2.5,1.5,2,2,2,0.2,-1
66.882353,0.040396,0.314088,7.483949,1,1.717902,0.156863,4.218209,3.08989,0.060683,19.954451,0.206825,0.56859,0.416814,0.35619,1.666667,13,2.5,3,3,2,0.1,-1
52.1,0.058009,0.363554,7.555969,0.909091,1.969753,0.05,6.289666,2.997066,0.043444,20.14088,0.398101,0.311877,0.302761,0.302761,4,3,0,1,1,1,0.1,-1
38.615385,0.080089,0.305142,7.414091,0.928571,2.886874,0.064103,3.130891,2.834039,0.022346,19.493186,0.071122,0.239906,0.232893,0.230832,0.333333,2,0,3,1,1,0.2,-1
51.666667,0.044633,0.348437,7.942581,0.75,1.761106,0.111111,4.264466,2.943299,0.072099,19.695664,0.244613,0.415836,0.403681,0.403681,0,0.5,2,2,2,1,0.4,-1
75.6875,0.040007,0.277247,7.374611,0.941176,1.198839,0.125,3.970941,2.85912,0.033931,20.603319,0.147218,0.499604,0.479956,0.378451,0.5,1.5,6,2,2,2,0.2,-1
48.933333,0.051882,0.427783,7.429476,0.9375,1.29484,0.066667,5.21369,2.984498,0.076498,20.271474,0.193236,0.415836,0.403681,0.403681,3,5,0,1,1,1,0.1,-1
37.411765,0.069636,0.268644,7.886013,0.85,2.622794,0.078431,3.433179,2.960755,-0.077641,20.232592,0.429485,0.35619,0.35619,0.339267,1.5,5,2,2,1,1,0.2,-1
47.363636,0.114873,0.341742,7.935067,0.733333,2.402619,0.151515,4.478393,2.669372,0.054148,18.831696,0.098385,0.58942,0.536461,0.525664,1.5,1.5,7,2,2,1,0.1,-1
46.7,0.059689,0.31654,7.949797,0.909091,1.336528,0.2,5.730209,3.070951,0.000557,22.339114,0.391137,0.576754,0.576754,0.564976,4.5,4.5,0,2,2,2,0,-1
36,0.041055,0.231444,7.568729,1,1.600518,0.070175,5.689498,2.869331,-0.060362,21.443736,0.3512,0.328292,0.318696,0.318696,0,4,7,3,1,1,0.2,-1
39.923077,0.072753,0.227483,7.432134,0.928571,1.670797,0.076923,4.015079,2.557506,-0.061912,20.318195,0.253127,0.479811,0.443657,0.443657,0,0,0,1,1,1,0.1,-1
50.666667,0.080636,0.364983,7.827667,0.789474,2.76933,0.111111,3.521848,2.856312,0.067358,20.677022,0.246568,0.453911,0.403681,0.384503,5,3,0,2,2,1,0.2,-1
51.909091,0.066784,0.318975,7.985298,0.785714,2.922195,0.121212,4.043097,2.719677,-0.05529,20.59105,0.43529,0.731192,0.601772,0.567049,0.666667,0.666667,1,3,3,2,0.2,-1
25.875,0.055059,0.273689,8.115726,0.888889,0.915428,0.125,4.17439,3.04411,0.085301,21.455337,0.140525,0.720942,0.720942,0.660254,0,0,5,1,1,1,0.111111,-1
59.285714,0.073782,0.344132,8.023482,0.875,1.155486,0.142857,3.248507,2.984234,0.181534,21.32112,0.345732,0.865032,0.778441,0.743989,1,12,0,1,1,1,0.125,-1
37.181818,0.078621,0.35724,8.036986,0.785714,1.632184,0.090909,5.048159,3.050766,0.012965,22.224378,0.28023,0.567049,0.550475,0.550475,0,8,3,1,1,1,0.1,-1
44.375,0.071832,0.263599,7.909097,0.8,1.381717,0.125,3.069623,2.925853,0.004213,21.421111,0.40833,0.779693,0.779693,0.693049,1,3,1,1,1,1,0.1,-1
53.5,0.073366,0.348547,7.742762,0.75,1.198839,0.222222,3.934116,2.939829,0.082099,23.252776,0.193675,1.214096,1.039591,1.009204,0,3,3,2,1,1,0.125,-1
37.35,0.102819,0.306194,8.059141,0.833333,2.76933,0.1,3.128141,2.679573,-0.042763,20.44457,0.185731,0.536207,0.501377,0.295054,1,4,1,2,2,2,0.2,-1
73.454545,0.050033,0.267701,7.311506,1,0.899544,0.151515,5.559425,2.928213,-0.036382,21.864827,0.628433,1.008072,0.591247,0.567049,7.5,7.5,6,2,2,1,0.2,-1
74.619048,0.050553,0.290134,7.831661,0.875,3.38917,0.095238,4.557874,2.995132,-0.009285,19.886827,0.145168,0.594052,0.549289,0.528038,12,8,12,2,2,2,0.4,-1
32.545455,0.058138,0.307538,7.264263,1,1.199091,0.090909,6.100777,2.984184,0.093732,21.508752,0.229248,0.567049,0.550475,0.550475,0,2,6,1,1,1,0.1,-1
46.470588,0.068362,0.34643,7.861568,0.839506,1.289005,0.044118,5.904885,2.977193,-0.005369,15.281008,0.184965,0.095643,0.091729,0.091729,3,2.75,0,4,4,3,0.2,-1
60.375,0.062674,0.350843,7.861603,0.8,1.684748,0.104167,4.119322,3.065768,0.048883,20.812354,0.399966,0.681136,0.396769,0.389846,2,1.5,8,2,2,1,0.1,-1
46.428571,0.095601,0.324283,8.230877,0.777778,1.280666,0.142857,3.450491,2.927451,0.06398,22.706825,0.191858,0.754576,0.754576,0.693036,0,8,8,1,1,1,0.222222,-1
37.090909,0.06031,0.385659,7.941484,0.846154,0.937336,0.090909,8.24274,3.0106,0.059802,20.947535,0.296793,0.567049,0.567049,0.550475,0,0,3,1,1,1,0.2,-1
56,0.058446,0.296818,7.843993,1,2.470895,0.111111,3.060703,2.927451,-0.005678,20.569875,0.226133,0.627751,0.627751,0.616044,2,0,0,1,1,1,0.111111,-1
94.357143,0.04665,0.323666,7.994376,0.777778,1.79391,0.166667,5.094149,3.052141,-0.053653,18.499483,0.337394,0.457513,0.445539,0.445539,3,0,0,4,2,2,0.1,-1
45.37931,0.052367,0.393244,7.594922,0.966667,2.536755,0.057471,4.174574,3.092433,0.022921,19.415889,0.098936,0.215088,0.215088,0.208801,7.333333,7,0,3,2,1,0.2,-1
61.416667,0.050698,0.307679,8.096485,0.75,1.270639,0.083333,3.80702,3.059471,-0.062949,20.358988,0.321536,0.519795,0.519795,0.504602,6,10,9,1,1,1,0.2,-1
60,0.10116,0.372402,7.978157,0.807692,3.884533,0.111111,4.123721,2.793609,0.076683,20.130662,0.064594,0.495993,0.297026,0.288344,5.75,3,9.5,4,2,2,0.2,-1
40.466667,0.091525,0.300249,8.122795,0.833333,1.020422,0.066667,4.401478,2.837316,-0.024062,21.004714,0.267734,0.415836,0.415836,0.415836,2,0,0,1,1,1,0.1,-1
62.333333,0.04638,0.288014,8.490635,0.6,1.830545,0.166667,4.306793,3.076103,0.066065,22.658969,0.302889,1.039591,1.039591,1.009204,11,11,0,1,1,1,0.1,-1
31.7,0.128046,0.274207,7.720812,0.769231,1.81627,0.166667,3.431537,2.804597,-0.016736,19.804054,0.216648,0.966602,0.590107,0.564976,1.666667,5,5,3,1,1,0.4,-1
48,0.090205,0.232217,7.464199,0.846154,1.834777,0.181818,3.277609,2.901947,-0.024117,19.782167,0.521854,0.780297,0.567049,0.567049,1,4,4,2,2,2,0.1,-1
67.375,0.078702,0.338442,7.482551,1,1.482137,0.125,3.529899,3.057476,-0.054006,20.907553,0.299115,0.737634,0.693049,0.642366,9,9,0,1,1,1,0.25,-1
36.538462,0.047004,0.310022,7.644932,0.928571,1.98364,0.076923,3.216556,2.942496,-0.05854,21.19849,0.395388,0.465786,0.453929,0.453929,0,1,1,1,1,1,0.1,-1
29,0.073284,0.340341,7.940026,0.875,1.067073,0.142857,5.977361,3.057476,-0.002204,22.990455,0.326316,0.891078,0.84301,0.792057,2,0,0,1,1,1,0.125,-1
78.214286,0.069921,0.293338,7.759065,0.875,1.867671,0.119048,4.027861,2.930699,0.024834,19.526907,0.365619,0.445539,0.43707,0.432516,1.5,1.5,14,2,2,1,0.1,-1
26.714286,0.022098,0.224585,7.650906,0.875,0.720588,0.142857,10.455194,2.910992,-0.002901,22.91627,0.14432,0.823934,0.778441,0.67942,2,1,1,1,1,1,0.125,-1
38.68,0.052626,0.313669,7.301709,1,1.59038,0.066667,4.254489,3.007196,0.026434,18.928066,0.454277,0.361182,0.249502,0.249502,0,0.5,0,2,2,1,0.2,-1
69.833333,0.053657,0.346306,8.064007,0.75,1.205166,0.166667,5.076461,2.889549,0.022743,22.85333,0.198673,1.039591,1.039591,0.983512,13,0,1,1,1,1,0.25,-1
60.25,0.09349,0.303048,8.017294,0.857143,1.961612,0.111111,3.953772,2.75161,-0.0799,21.203223,0.216251,1.039591,0.519795,0.519795,3,11,6,2,1,1,0.1,-1
40.444444,0.063871,0.158058,7.495801,1,0.952025,0.185185,6.20444,2.821888,-0.09586,20.90978,0.265618,1.163424,0.69306,0.640838,1,0,0,3,1,1,0.111111,-1
63.142857,0.072684,0.31486,7.749359,0.875,2.97258,0.079365,3.721619,2.990623,0.06836,19.556935,0.249009,0.414331,0.297026,0.297026,0,0,0,2,2,1,0.3,-1
41.794118,0.083555,0.283606,7.859205,0.829268,1.845177,0.058824,7.28086,2.834244,0.033966,18.0985,0.144798,0.315416,0.298494,0.254154,1,3.5,0,2,2,2,0.3,-1
35.375,0.071336,0.308746,8.029798,0.8,0.786447,0.125,6.259987,2.98477,-0.00463,22.750196,0.26763,0.720942,0.693049,0.65099,0,0,0,1,1,1,0.1,-1
55.24,0.069841,0.26428,7.491043,0.925926,2.449635,0.12,3.520347,2.900221,-0.067545,19.758579,0.215329,0.376919,0.33885,0.278203,0,0,1,5,2,2,0.2,-1
41.483871,0.044874,0.315154,7.442237,0.939394,1.860807,0.11828,3.849026,2.809516,0.054608,16.999261,0.409722,0.352127,0.339619,0.221255,3.2,3.2,2,5,5,3,0.2,-1
39,0.118178,0.367144,7.690543,0.9,2.121948,0.111111,3.567259,2.900052,-0.022315,22.329487,0.569146,0.69306,0.69306,0.672802,3,1,0,1,1,1,0.1,-1
71.142857,0.057102,0.290329,7.949393,0.875,0.92411,0.190476,6.361582,2.939829,0.084138,22.682575,0.28912,0.891078,0.883826,0.865032,4,6,12,2,1,1,0,-1
35,0.085371,0.318809,7.799279,0.777778,0.806855,0.142857,8.27064,2.947703,0.071226,22.772973,0.507992,0.891078,0.865032,0.865032,0,3,0,1,1,1,0.111111,-1
58.444444,0.061364,0.309081,7.612377,0.9,1.365416,0.111111,4.05789,3.043181,0.006085,20.917047,0.258223,0.34653,0.34653,0.34653,4.5,0,3,2,2,2,0.1,-1
56.357143,0.054699,0.342237,7.808937,0.823529,2.07121,0.071429,4.348042,2.936043,-0.046121,20.896434,0.260806,0.445539,0.411967,0.403554,1,0,0,1,1,1,0.1,-1
25.888889,0.064407,0.307289,7.554686,1,0.883662,0.111111,5.243868,3.086049,0.039201,22.635773,0.19608,0.672802,0.578658,0.550734,0,1,3,1,1,1,0.111111,-1
42.264706,0.062602,0.323388,7.816438,0.894737,0.929033,0.078431,6.757109,2.93791,0.031185,19.222525,0.210931,0.364713,0.183457,0.183457,3.75,1.75,2.5,4,4,2,0.4,-1
50.470588,0.062384,0.212838,7.718035,0.894737,2.834767,0.078431,4.088869,2.849757,0.032889,20.390491,0.140469,0.366914,0.366914,0.366914,2.5,0,0,2,1,1,0.3,-1
33.625,0.068903,0.311811,8.367988,0.8,1.30884,0.083333,6.483738,2.888346,-0.032981,21.192109,0.151962,0.368817,0.368817,0.360471,3.5,3,0,2,1,1,0.1,-1
30.5,0.082884,0.283237,8.346696,0.666667,1.157605,0.166667,7.644426,2.91044,0.056145,22.745643,0.175734,0.851082,0.720942,0.693049,1,0,0,2,1,1,0.2,-1
43.517241,0.07914,0.308978,7.916985,0.828571,2.996215,0.08046,5.297149,2.936483,-0.005223,19.175918,0.259204,0.369798,0.215088,0.203485,1,2,1.5,3,2,2,0.4,-1
46.923077,0.061555,0.368371,7.837102,1,1.527224,0.102564,3.136375,3.083765,0.028403,21.578327,0.221862,0.479811,0.465786,0.453929,7,7,7,2,1,1,0.1,-1
42.055556,0.09154,0.363311,7.778266,0.947368,2.42451,0.111111,3.380464,2.924174,-0.01594,20.728188,0.116457,0.34653,0.336401,0.336401,1,5,0,3,2,1,0.2,-1
48.142857,0.062959,0.29282,7.752345,0.875,3.363867,0.071429,4.295271,3.034177,-0.019657,17.689979,0.239661,0.445539,0.254037,0.216771,5.5,0,0,2,2,2,0.2,-1
27.9,0.06836,0.257465,8.275766,0.769231,1.663215,0.1,4.482635,2.754442,-0.029428,22.880073,0.209185,0.576754,0.55444,0.485125,3,0,0,1,1,1,0.4,-1
38.375,0.065948,0.254272,7.640041,0.888889,1.403343,0.125,3.195251,2.858278,-0.0777,22.923373,0.262712,0.660254,0.619576,0.612818,1,3,10,1,1,1,0.111111,-1
34.285714,0.052235,0.339694,8.447246,0.7,2.322825,0.142857,3.621153,3.010571,0.104518,22.599925,0.696725,0.865032,0.823934,0.823934,0,0,0,1,1,1,0.2,-1
64.6,0.052542,0.339918,8.340589,0.625,1.111678,0.266667,4.450518,3.013071,0.017261,22.733103,0.093233,1.153508,1.072415,1.056406,3,6,0,2,1,1,0.125,-1
41.083333,0.08497,0.36393,7.887182,0.923077,3.99159,0.138889,3.68422,2.93626,0.055601,21.392153,0.274225,0.673386,0.541977,0.504602,6.5,6.5,0,2,2,1,0.2,-1
40.272727,0.054633,0.218108,7.547667,0.916667,2.003986,0.090909,3.124593,2.753919,-0.070016,21.60502,0.235597,0.550475,0.550475,0.536461,10,2,10,1,1,1,0.1,-1
